label,Motif
PC 19790301,Guilloche
PC 19790302,0
PC 19790303,0
PC 19790304,0
PC 19790305,0
PC 19790306,0
PC 19790307,0
PC 19790308,0
PC 19790309,0
PC 19790310,0
PC 19800001,0
PC 19800002,0
PC 19800003,0
PC 19800004,0
PC 19800005,0
PC 19800006,Horse Race
PC 19800006,Guilloche
PC 19800007,0
PC 19800008,Banquet
PC 19800009,Gorgon
PC 19800010,0
PC 19800011,0
PC 19800012,0
PC 19800013,0
PC 19800014,0
PC 19800015,0
PC 19800016,0
PC 19800017,0
PC 19800018,0
PC 19800019,0
PC 19800020,0
PC 19800021,0
PC 19800022,Gorgon
PC 19800023,0
PC 19800024,0
PC 19800025,0
PC 19800026,0
PC 19800027,0
PC 19800028,0
PC 19800029,0
PC 19800030,0
PC 19800031,0
PC 19800032,0
PC 19800033,0
PC 19800034,0
PC 19800035,0
PC 19800036,0
PC 19800037,0
PC 19800038,Gorgon
PC 19800039,0
PC 19800040,0
PC 19800041,0
PC 19800042,0
PC 19800043,0
PC 19800044,0
PC 19800045,0
PC 19800046,0
PC 19800047,0
PC 19800048,0
PC 19800049,0
PC 19800050,0
PC 19800051,0
PC 19800052,0
PC 19800053,0
PC 19800054,0
PC 19800055,0
PC 19800056,Bean
PC 19800057,Bean
PC 19800058,0
PC 19800059,0
PC 19800060,0
PC 19800061,0
PC 19800062,0
PC 19800063,Bean
PC 19800064,0
PC 19800065,0
PC 19800066,0
PC 19800067,0
PC 19800068,0
PC 19800069,0
PC 19800070,0
PC 19800071,0
PC 19800072,Rosette
PC 19800073,0
PC 19800074,0
PC 19800075,0
PC 19800076,0
PC 19800077,0
PC 19800078,0
PC 19800079,0
PC 19800080,0
PC 19800081,0
PC 19800082,0
PC 19800083,Bean
PC 19800084,Bean
PC 19800085,0
PC 19800086,Lion
PC 19800087,0
PC 19800088,Bean
PC 19800089,0
PC 19800090,0
PC 19800091,0
PC 19800092,0
PC 19800093,0
PC 19800094,0
PC 19800095,0
PC 19800096,0
PC 19800097,0
PC 19800098,Gorgon
PC 19800099,0
PC 19800100,0
PC 19800101,0
PC 19800103,0
PC 19800104,Seated Figure
PC 19800105,0
PC 19800106,0
PC 19800107,0
PC 19800108,0
PC 19800109,0
PC 19800110,Circles
PC 19800111,0
PC 19800112,0
PC 19800113,0
PC 19800114,0
PC 19800115,0
PC 19800116,0
PC 19800117,0
PC 19800118,0
PC 19800119,0
PC 19800120,0
PC 19800121,0
PC 19800122,0
PC 19800123,0
PC 19800124,0
PC 19800125,0
PC 19800126,0
PC 19800127,0
PC 19800128,0
PC 19800129,Guilloche
PC 19800130,0
PC 19800131,0
PC 19800132,Guilloche
PC 19800133,0
PC 19800134,0
PC 19800135,0
PC 19800136,0
PC 19800137,0
PC 19800138,0
PC 19800139,Palmette
PC 19800140,0
PC 19800141,0
PC 19800142,Guilloche
PC 19800142,Procession
PC 19800143,Guilloche
PC 19800144,0
PC 19800145,0
PC 19800146,0
PC 19800147,Banquet
PC 19800148,0
PC 19800149,Bean
PC 19800150,0
PC 19800151,Panther
PC 19800152,0
PC 19800153,0
PC 19800154,0
PC 19800155,0
PC 19800156,0
PC 19800157,0
PC 19800158,0
PC 19800159,0
PC 19800160,0
PC 19800161,0
PC 19800162,Ray
PC 19800163,Chevron
PC 19800164,0
PC 19800165,0
PC 19800166,0
PC 19800167,0
PC 19800168,Ray
PC 19800169,0
PC 19800170,0
PC 19800171,0
PC 19800172,0
PC 19800173,0
PC 19800174,0
PC 19800175,0
PC 19800176,0
PC 19800177,0
PC 19800178,0
PC 19800179,0
PC 19800180,0
PC 19800181,0
PC 19800182,0
PC 19800183,Volute
PC 19800184,0
PC 19800185,Feline
PC 19800186,0
PC 19800187,0
PC 19800188,Guilloche
PC 19800189,0
PC 19800190,0
PC 19800191,0
PC 19800192,0
PC 19800193,Guilloche
PC 19800194,0
PC 19800195,0
PC 19800196,Lotus
PC 19800197,0
PC 19800198,0
PC 19800199,0
PC 19800200,0
PC 19800201,0
PC 19800202,0
PC 19800203,0
PC 19800204,0
PC 19800205,Horse Race
PC 19800205,Guilloche
PC 19800206,Panther
PC 19800207,Horse Race
PC 19800208,Procession
PC 19800209,Banquet
PC 19800210,0
PC 19800211,Banquet
PC 19800212,0
PC 19800213,0
PC 19800214,0
PC 19800215,Banquet
PC 19800215,Guilloche
PC 19800216,Horse Race
PC 19800216,Guilloche
PC 19800217,Guilloche
PC 19800217,Horse Race
PC 19800218,Horse Race
PC 19800219,Horse Race
PC 19800220,Feline
PC 19800221,Horse Race
PC 19800222,0
PC 19800223,Seated Figure
PC 19800224,0
PC 19800225,Banquet
PC 19800226,Gorgon
PC 19800227,Gorgon
PC 19800228,0
PC 19800229,Lotus
PC 19800230,0
PC 19800231,Circles
PC 19800232,0
PC 19800233,0
PC 19800234,0
PC 19800235,0
PC 19800236,0
PC 19800237,0
PC 19800238,Seated Figure
PC 19800239,Rosette
PC 19800240,0
PC 19800241,0
PC 19800242,0
PC 19800243,0
PC 19800244,Flower
PC 19800244,Volute
PC 19800245,0
PC 19800246,Horse Race
PC 19800247,0
PC 19800248,0
PC 19800249,0
PC 19800250,0
PC 19800251,0
PC 19800252,0
PC 19800253,0
PC 19800254,0
PC 19800255,0
PC 19800256,0
PC 19800257,0
PC 19800258,Rosette
PC 19800259,0
PC 19800260,0
PC 19800261,0
PC 19800262,0
PC 19800263,0
PC 19800264,0
PC 19800265,0
PC 19800266,0
PC 19800267,0
PC 19800268,Chevron
PC 19800269,Chevron
PC 19800270,Chevron
PC 19800271,0
PC 19800272,0
PC 19800273,0
PC 19800274,Circles
PC 19800275,0
PC 19800276,0
PC 19800277,0
PC 19800278,0
PC 19800279,0
PC 19800280,0
PC 19800281,0
PC 19800282,0
PC 19800283,0
PC 19800284,0
PC 19800285,0
PC 19800286,Guilloche
PC 19800287,0
PC 19800288,0
PC 19800289,0
PC 19800290,0
PC 19800291,Chevron
PC 19800292,0
PC 19800293,0
PC 19800294,0
PC 19800295,0
PC 19800296,0
PC 19800297,0
PC 19810001,0
PC 19810002,0
PC 19810003,0
PC 19810004,0
PC 19810005,0
PC 19810006,0
PC 19810007,0
PC 19810008,0
PC 19810009,0
PC 19810010,0
PC 19810011,0
PC 19810012,0
PC 19810013,0
PC 19810014,0
PC 19810015,0
PC 19810016,0
PC 19810017,0
PC 19810018,0
PC 19810019,0
PC 19810020,0
PC 19810021,0
PC 19810022,0
PC 19810023,0
PC 19810024,0
PC 19810025,0
PC 19810026,0
PC 19810027,0
PC 19810028,0
PC 19810029,0
PC 19810030,0
PC 19810031,0
PC 19810032,0
PC 19810033,0
PC 19810034,0
PC 19810035,0
PC 19810036,0
PC 19810037,0
PC 19810038,0
PC 19810039,0
PC 19810040,0
PC 19810041,Guilloche
PC 19810041,Banquet
PC 19810042,0
PC 19810043,0
PC 19810044,Animal
PC 19810045,0
PC 19810046,0
PC 19810047,0
PC 19810048,0
PC 19810049,0
PC 19810050,0
PC 19810051,0
PC 19810052,0
PC 19810053,0
PC 19810054,0
PC 19810055,0
PC 19810056,Circles
PC 19810057,0
PC 19810058,0
PC 19810059,Feline
PC 19810060,0
PC 19810061,Circles
PC 19810062,0
PC 19810063,0
PC 19810064,0
PC 19810065,0
PC 19810066,0
PC 19810067,0
PC 19810068,0
PC 19810069,0
PC 19810070,0
PC 19810071,0
PC 19810072,Lotus
PC 19810073,0
PC 19810074,0
PC 19810075,0
PC 19810076,0
PC 19810077,0
PC 19810078,Flower
PC 19810079,0
PC 19810080,0
PC 19810081,0
PC 19810082,Circles
PC 19810083,Circles
PC 19810084,Gorgon
PC 19810085,0
PC 19810086,0
PC 19810087,0
PC 19810088,0
PC 19810089,0
PC 19810090,0
PC 19810091,0
PC 19810092,0
PC 19810093,Horse Race
PC 19810094,0
PC 19810095,0
PC 19810096,0
PC 19810097,0
PC 19810098,0
PC 19810099,0
PC 19810100,0
PC 19810101,Notches
PC 19810102,0
PC 19810103,0
PC 19810104,0
PC 19810105,0
PC 19810106,0
PC 19810107,0
PC 19810108,0
PC 19810109,Lotus
PC 19810110,0
PC 19810111,0
PC 19810112,0
PC 19810113,0
PC 19810114,0
PC 19810115,0
PC 19810116,0
PC 19810117,0
PC 19810118,0
PC 19810119,0
PC 19810120,0
PC 19810121,0
PC 19810122,0
PC 19810123,0
PC 19810124,0
PC 19810125,0
PC 19810126,0
PC 19810127,0
PC 19810128,0
PC 19810129,0
PC 19810130,0
PC 19810131,0
PC 19810132,0
PC 19810133,0
PC 19810134,0
PC 19810135,0
PC 19810136,0
PC 19810138,0
PC 19810139,Rosette
PC 19810140,0
PC 19810141,Feline
PC 19810141,Volute
PC 19810142,Feline
PC 19810143,0
PC 19810144,0
PC 19810145,0
PC 19810146,0
PC 19810147,0
PC 19810148,0
PC 19810149,Quadruped
PC 19810150,0
PC 19810151,0
PC 19810152,0
PC 19810153,Quadruped
PC 19810153,Circles
PC 19810154,0
PC 19810155,Guilloche
PC 19810155,Seated Figure
PC 19810155,Procession
PC 19810156,0
PC 19810157,0
PC 19810158,0
PC 19810159,0
PC 19810160,0
PC 19810161,0
PC 19810162,0
PC 19810163,0
PC 19810164,0
PC 19810165,Chevron
PC 19810166,0
PC 19810167,0
PC 19810168,0
PC 19810169,0
PC 19810170,0
PC 19810171,Gorgon
PC 19810172,Circles
PC 19810173,Quadruped
PC 19810174,Quadruped
PC 19810175,0
PC 19810176,0
PC 19810177,0
PC 19810178,0
PC 19810179,Bean
PC 19810180,0
PC 19810181,0
PC 19810182,Volute
PC 19810183,0
PC 19810184,0
PC 19810185,0
PC 19810186,0
PC 19810187,0
PC 19810188,0
PC 19810189,0
PC 19810190,Circles
PC 19810191,0
PC 19810192,0
PC 19810193,0
PC 19810194,0
PC 19810195,0
PC 19810196,0
PC 19810197,0
PC 19810198,0
PC 19810199,0
PC 19810200,0
PC 19810201,0
PC 19810202,0
PC 19810203,0
PC 19810204,0
PC 19810205,0
PC 19810206,0
PC 19810207,0
PC 19810208,Triangular
PC 19810209,0
PC 19810210,Notches
PC 19810211,Meander
PC 19810212,0
PC 19810213,0
PC 19810214,0
PC 19810215,0
PC 19810216,0
PC 19810217,0
PC 19810218,Gorgon
PC 19810219,Palmette
PC 19810219,Lotus
PC 19810220,0
PC 19810221,Meander
PC 19810222,Guilloche
PC 19810223,0
PC 19810224,0
PC 19810225,0
PC 19810226,0
PC 19810227,0
PC 19810228,0
PC 19810229,0
PC 19820001,0
PC 19820002,0
PC 19820003,0
PC 19820004,0
PC 19820005,Guilloche
PC 19820006,Guilloche
PC 19820007,Guilloche
PC 19820007,Procession
PC 19820008,0
PC 19820009,0
PC 19820010,Guilloche
PC 19820011,Guilloche
PC 19820012,Guilloche
PC 19820013,0
PC 19820014,Guilloche
PC 19820017,0
PC 19820018,0
PC 19820019,Feline
PC 19820020,0
PC 19820021,Guilloche
PC 19820022,0
PC 19820023,0
PC 19820024,0
PC 19820025,0
PC 19820026,0
PC 19820027,Feline
PC 19820028,0
PC 19820029,0
PC 19820030,Circles
PC 19820031,0
PC 19820032,0
PC 19820033,0
PC 19820034,0
PC 19820035,0
PC 19820036,Bean
PC 19820037,Guilloche
PC 19820037,Circles
PC 19820038,0
PC 19820039,Feline
PC 19820040,0
PC 19820041,0
PC 19820042,0
PC 19820043,0
PC 19820044,0
PC 19820045,0
PC 19820046,0
PC 19820047,Geometric
PC 19820048,Geometric
PC 19820049,Geometric
PC 19820050,Geometric
PC 19820051,Geometric
PC 19820052,Geometric
PC 19820053,Geometric
PC 19820054,0
PC 19820055,0
PC 19820056,0
PC 19820057,0
PC 19820058,0
PC 19820059,Guilloche
PC 19820060,Rosette
PC 19820061,0
PC 19820062,0
PC 19820063,0
PC 19820064,0
PC 19820065,0
PC 19820066,0
PC 19820067,Feline
PC 19820068,0
PC 19820069,Geometric
PC 19820070,Guilloche
PC 19820071,0
PC 19820072,0
PC 19820073,0
PC 19820074,0
PC 19820075,0
PC 19820076,0
PC 19820077,0
PC 19820078,0
PC 19820079,0
PC 19820080,Ray
PC 19820081,0
PC 19820082,0
PC 19820083,0
PC 19820084,0
PC 19820085,0
PC 19820086,0
PC 19820087,0
PC 19820088,0
PC 19820089,0
PC 19820090,0
PC 19820091,0
PC 19820092,0
PC 19820093,0
PC 19820094,0
PC 19820095,Animal
PC 19820095,Sphinx
PC 19820096,Animal
PC 19820097,0
PC 19820098,Feline
PC 19820099,0
PC 19820100,0
PC 19820101,0
PC 19820102,0
PC 19820103,Guilloche
PC 19820104,0
PC 19820105,0
PC 19820106,Guilloche
PC 19820107,0
PC 19820108,0
PC 19820109,0
PC 19820110,Circles
PC 19820111,0
PC 19820112,Geometric
PC 19820113,Geometric
PC 19820114,Geometric
PC 19820115,Feline
PC 19820116,Feline
PC 19820117,Feline
PC 19820118,Feline
PC 19820119,0
PC 19820120,0
PC 19820121,0
PC 19820122,0
PC 19820123,Volute
PC 19820124,Guilloche
PC 19820125,0
PC 19820126,0
PC 19820128,Notches
PC 19820129,Notches
PC 19820130,0
PC 19820131,0
PC 19820132,0
PC 19820133,0
PC 19820134,0
PC 19820135,0
PC 19820136,0
PC 19820137,0
PC 19820138,0
PC 19820139,0
PC 19820140,0
PC 19820141,0
PC 19820142,0
PC 19820143,0
PC 19820144,Guilloche
PC 19820145,Notches
PC 19820146,0
PC 19820147,Gorgon
PC 19820148,0
PC 19820149,0
PC 19820150,Notches
PC 19820151,Guilloche
PC 19820152,Feline
PC 19820153,Feline
PC 19820154,0
PC 19820155,0
PC 19820156,0
PC 19820157,0
PC 19820158,Feline
PC 19820160,0
PC 19820161,0
PC 19820162,0
PC 19820163,Feline
PC 19820164,0
PC 19820165,0
PC 19820166,0
PC 19820167,0
PC 19820168,Feline
PC 19820169,0
PC 19820170,0
PC 19820171,0
PC 19820172,0
PC 19820173,0
PC 19820174,0
PC 19820175,0
PC 19820176,Volute
PC 19820177,0
PC 19820178,0
PC 19820179,0
PC 19820180,Feline
PC 19820181,0
PC 19820182,0
PC 19820183,0
PC 19820184,0
PC 19820185,0
PC 19820186,Notches
PC 19820187,0
PC 19820188,0
PC 19820189,0
PC 19820190,Female
PC 19820191,Female
PC 19820192,Female
PC 19820193,Female
PC 19820194,Female
PC 19820195,Female
PC 19820196,Female
PC 19820197,Female
PC 19820198,0
PC 19820199,0
PC 19830001,0
PC 19830002,0
PC 19830003,0
PC 19830004,0
PC 19830005,0
PC 19830006,0
PC 19830007,0
PC 19830008,0
PC 19830009,0
PC 19830010,0
PC 19830011,0
PC 19830012,0
PC 19830013,0
PC 19830014,0
PC 19830015,0
PC 19830016,0
PC 19830017,0
PC 19830018,0
PC 19830019,Notches
PC 19830020,0
PC 19830021,0
PC 19830022,0
PC 19830023,0
PC 19830024,0
PC 19830025,0
PC 19830026,0
PC 19830027,0
PC 19830029,0
PC 19830030,Circles
PC 19830031,0
PC 19830032,0
PC 19830033,0
PC 19830034,0
PC 19830035,0
PC 19830036,0
PC 19830037,0
PC 19830038,0
PC 19830039,0
PC 19830040,0
PC 19830041,0
PC 19830042,0
PC 19830043,0
PC 19830045,0
PC 19830046,0
PC 19830047,0
PC 19830048,0
PC 19830049,0
PC 19830050,0
PC 19830051,0
PC 19830052,0
PC 19830053,Guilloche
PC 19830054,Guilloche
PC 19830055,Guilloche
PC 19830056,Guilloche
PC 19830057,Guilloche
PC 19830058,Guilloche
PC 19830059,Guilloche
PC 19830060,Guilloche
PC 19830061,Feline
PC 19830062,Feline
PC 19830063,Feline
PC 19830064,Feline
PC 19830067,Feline
PC 19830068,Feline
PC 19830069,Feline
PC 19830070,Feline
PC 19830071,0
PC 19830072,0
PC 19830073,0
PC 19830074,Feline
PC 19830075,Feline
PC 19830076,0
PC 19830077,Circles
PC 19830078,0
PC 19830079,0
PC 19830080,Volute
PC 19830081,Volute
PC 19830082,Volute
PC 19830083,0
PC 19830084,Bean
PC 19830085,0
PC 19830086,0
PC 19830087,0
PC 19830088,0
PC 19830089,0
PC 19830090,0
PC 19830091,0
PC 19830092,Notches
PC 19830092,Feline
PC 19830093,0
PC 19830094,0
PC 19830095,0
PC 19830096,0
PC 19830097,0
PC 19830098,0
PC 19830099,0
PC 19830100,0
PC 19830101,0
PC 19830102,0
PC 19830103,0
PC 19830104,0
PC 19830105,0
PC 19830106,0
PC 19830107,0
PC 19830108,0
PC 19830109,0
PC 19840001,0
PC 19840002,0
PC 19840003,0
PC 19840004,0
PC 19840005,Volute
PC 19840006,0
PC 19840007,Circles
PC 19840008,Feline
PC 19840009,0
PC 19840010,Volute
PC 19840011,0
PC 19840012,0
PC 19840013,0
PC 19840014,0
PC 19840015,0
PC 19840016,0
PC 19840017,0
PC 19840018,0
PC 19840019,Stag
PC 19840019,Animal
PC 19840019,Quadruped
PC 19840020,0
PC 19840021,0
PC 19840022,Volute
PC 19840023,0
PC 19840024,Feline
PC 19840025,0
PC 19840026,0
PC 19840027,0
PC 19840028,0
PC 19840029,0
PC 19840030,0
PC 19840031,0
PC 19840032,Circles
PC 19840033,0
PC 19840034,0
PC 19840035,Feline
PC 19840036,0
PC 19840037,0
PC 19840038,0
PC 19840039,Circles
PC 19840039,Quadruped
PC 19840040,0
PC 19840041,0
PC 19840042,0
PC 19840043,0
PC 19840044,0
PC 19840045,Rosette
PC 19840047,0
PC 19840048,0
PC 19840049,0
PC 19840050,0
PC 19840051,Volute
PC 19840052,0
PC 19840053,0
PC 19840054,0
PC 19840055,0
PC 19840056,0
PC 19840057,0
PC 19840058,Rosette
PC 19840059,0
PC 19840060,0
PC 19840061,0
PC 19840062,0
PC 19840063,0
PC 19840064,0
PC 19840065,0
PC 19840066,Volute
PC 19840067,0
PC 19840068,0
PC 19840069,0
PC 19840070,0
PC 19840071,0
PC 19840072,0
PC 19840073,Volute
PC 19840074,0
PC 19840075,0
PC 19840076,0
PC 19840077,0
PC 19840078,0
PC 19840079,0
PC 19840080,Rosette
PC 19840081,0
PC 19840082,0
PC 19840083,Figure
PC 19840084,Ram
PC 19840085,0
PC 19840086,0
PC 19840087,0
PC 19840088,0
PC 19840089,0
PC 19840090,0
PC 19840091,0
PC 19840092,0
PC 19840093,0
PC 19840094,0
PC 19840095,0
PC 19840096,0
PC 19840097,0
PC 19840098,0
PC 19840099,Palmette
PC 19840100,0
PC 19840101,Feline
PC 19840102,Feline
PC 19840103,Feline
PC 19840104,Feline
PC 19840105,Feline
PC 19840106,Feline
PC 19840107,Feline
PC 19840108,Feline
PC 19840109,Feline
PC 19840110,0
PC 19840111,0
PC 19840112,0
PC 19840113,Feline
PC 19840114,Feline
PC 19840116,Feline
PC 19840117,Feline
PC 19840118,Feline
PC 19840119,Feline
PC 19840120,0
PC 19840121,Feline
PC 19840122,Feline
PC 19840123,Feline
PC 19840124,Feline
PC 19840125,0
PC 19840126,0
PC 19840127,Feline
PC 19840128,Feline
PC 19840129,0
PC 19840130,Volute
PC 19840131,Feline
PC 19840132,0
PC 19840133,Flower
PC 19840134,0
PC 19840135,0
PC 19840136,0
PC 19840137,0
PC 19840138,0
PC 19840139,0
PC 19840141,0
PC 19840142,0
PC 19840143,0
PC 19840144,0
PC 19840145,0
PC 19840146,0
PC 19840147,0
PC 19840148,0
PC 19840149,0
PC 19840150,0
PC 19840151,0
PC 19840152,0
PC 19840153,0
PC 19840154,0
PC 19840155,0
PC 19840156,0
PC 19840157,0
PC 19840158,0
PC 19840159,0
PC 19840160,0
PC 19840161,0
PC 19840162,0
PC 19840163,0
PC 19840164,0
PC 19840165,0
PC 19840166,0
PC 19840167,0
PC 19840168,0
PC 19840169,0
PC 19840170,0
PC 19840171,0
PC 19840172,0
PC 19840173,0
PC 19840174,0
PC 19840175,0
PC 19840176,0
PC 19840177,0
PC 19840178,0
PC 19840179,0
PC 19840180,0
PC 19840181,0
PC 19840182,0
PC 19840183,0
PC 19840184,0
PC 19840185,0
PC 19840186,0
PC 19840187,0
PC 19840188,0
PC 19840189,0
PC 19840190,0
PC 19840191,Feline
PC 19840192,0
PC 19840193,0
PC 19840194,0
PC 19840195,Volute
PC 19840196,0
PC 19840197,0
PC 19840198,Volute
PC 19840199,Volute
PC 19840200,0
PC 19840201,0
PC 19840202,0
PC 19840215,0
PC 19840216,0
PC 19840217,0
PC 19840218,0
PC 19840219,0
PC 19840220,0
PC 19840221,0
PC 19840222,0
PC 19840223,0
PC 19840224,0
PC 19840225,0
PC 19840226,0
PC 19840227,0
PC 19840228,0
PC 19840229,0
PC 19840230,0
PC 19840231,0
PC 19840232,0
PC 19840233,0
PC 19840234,0
PC 19840235,0
PC 19840236,0
PC 19840237,0
PC 19850001,Dots
PC 19850002,0
PC 19850003,Quadruped
PC 19850003,Animal
PC 19850004,Palmette
PC 19850005,0
PC 19850006,Tongue
PC 19850007,0
PC 19850008,Circles
PC 19850009,0
PC 19850010,Banquet
PC 19850011,Palmette
PC 19850011,Volute
PC 19850012,0
PC 19850013,0
PC 19850014,0
PC 19850015,0
PC 19850016,0
PC 19850017,Volute
PC 19850018,0
PC 19850019,0
PC 19850020,0
PC 19850021,0
PC 19850022,0
PC 19850023,Volute
PC 19850024,0
PC 19850025,0
PC 19850026,Volute
PC 19850027,0
PC 19850028,Palmette
PC 19850029,Lotus
PC 19850030,0
PC 19850031,0
PC 19850032,0
PC 19850033,0
PC 19850034,Circles
PC 19850035,0
PC 19850036,0
PC 19850037,0
PC 19850038,Dots
PC 19850039,0
PC 19850040,0
PC 19850041,0
PC 19850042,0
PC 19850043,0
PC 19850044,0
PC 19850045,0
PC 19850046,0
PC 19850047,0
PC 19850048,0
PC 19850050,Feline
PC 19850051,0
PC 19850052,0
PC 19850053,0
PC 19850054,0
PC 19850055,0
PC 19850056,0
PC 19850057,Volute
PC 19850058,0
PC 19850059,0
PC 19850060,0
PC 19850061,0
PC 19850062,0
PC 19850063,0
PC 19850064,0
PC 19850065,0
PC 19850066,0
PC 19850067,0
PC 19850068,0
PC 19850069,0
PC 19850070,0
PC 19850071,0
PC 19850072,0
PC 19850073,0
PC 19850074,0
PC 19850075,Circles
PC 19850076,Ram
PC 19850076,Volute
PC 19850077,0
PC 19850078,0
PC 19850079,0
PC 19850080,0
PC 19850081,Notches
PC 19850081,Female
PC 19850082,0
PC 19850083,Female
PC 19850083,Notches
PC 19850084,0
PC 19850085,0
PC 19850086,0
PC 19850088,0
PC 19850089,0
PC 19850090,0
PC 19850091,0
PC 19850092,Circles
PC 19850093,0
PC 19850094,0
PC 19850095,0
PC 19850096,0
PC 19850097,0
PC 19850098,0
PC 19850099,Flower
PC 19850100,0
PC 19850102,Tongue
PC 19850103,0
PC 19850110,0
PC 19850111,0
PC 19850112,0
PC 19850113,0
PC 19850114,0
PC 19850115,0
PC 19850116,0
PC 19850117,Triangular
PC 19850118,0
PC 19850119,0
PC 19850120,0
PC 19850121,0
PC 19850122,0
PC 19850123,0
PC 19850124,0
PC 19850125,0
PC 19850126,Meander
PC 19850127,0
PC 19850128,0
PC 19850129,0
PC 19850130,0
PC 19850131,0
PC 19850132,Circles
PC 19850132,Guilloche
PC 19850133,0
PC 19850134,0
PC 19850135,0
PC 19850136,0
PC 19850137,0
PC 19850138,Circles
PC 19850139,0
PC 19850140,0
PC 19850141,0
PC 19850142,0
PC 19850143,0
PC 19850144,0
PC 19850145,0
PC 19850146,0
PC 19850147,0
PC 19850148,0
PC 19850149,0
PC 19850150,Feline
PC 19850151,0
PC 19850152,0
PC 19850153,0
PC 19850154,Flower
PC 19850154,Lotus
PC 19850155,0
PC 19850156,0
PC 19850158,0
PC 19850159,0
PC 19850160,0
PC 19850161,0
PC 19850162,0
PC 19850163,0
PC 19850164,0
PC 19850165,Tongue
PC 19850166,0
PC 19850167,0
PC 19850168,0
PC 19850169,0
PC 19850170,0
PC 19850171,0
PC 19850172,0
PC 19850173,0
PC 19850174,0
PC 19850175,0
PC 19850176,0
PC 19850177,0
PC 19850178,Female
PC 19850179,0
PC 19850180,0
PC 19850181,0
PC 19860001,0
PC 19860002,0
PC 19860003,Lotus
PC 19860004,Lotus
PC 19860005,0
PC 19860006,0
PC 19860007,0
PC 19860008,0
PC 19860009,0
PC 19860010,0
PC 19860011,Feline
PC 19860012,0
PC 19860013,0
PC 19860014,0
PC 19860015,Volute
PC 19860016,0
PC 19860017,0
PC 19860018,0
PC 19860019,Flower
PC 19860020,Palmette
PC 19860021,0
PC 19860022,0
PC 19860023,0
PC 19860024,0
PC 19860025,0
PC 19860026,Circles
PC 19860027,0
PC 19860028,0
PC 19860029,Animal
PC 19860030,0
PC 19860031,0
PC 19860032,Circles
PC 19860033,0
PC 19860034,0
PC 19860035,0
PC 19860036,Tongue
PC 19860037,0
PC 19860038,0
PC 19860039,0
PC 19860040,0
PC 19860041,0
PC 19860042,0
PC 19860043,0
PC 19860044,0
PC 19860046,Stag
PC 19860047,0
PC 19860048,Notches
PC 19860049,0
PC 19860051,0
PC 19860052,0
PC 19860053,0
PC 19860054,0
PC 19860055,0
PC 19860056,0
PC 19860057,0
PC 19860058,0
PC 19860059,Palmette
PC 19860060,0
PC 19860061,0
PC 19860062,0
PC 19860063,0
PC 19860064,0
PC 19860065,0
PC 19860066,0
PC 19860067,0
PC 19860068,0
PC 19860069,0
PC 19860070,0
PC 19860071,0
PC 19860072,0
PC 19860073,0
PC 19860074,0
PC 19860075,0
PC 19860076,Guilloche
PC 19860077,0
PC 19860078,0
PC 19860079,0
PC 19860080,0
PC 19860081,0
PC 19860082,0
PC 19860083,0
PC 19860084,0
PC 19860085,0
PC 19860086,0
PC 19860087,0
PC 19860088,0
PC 19860089,0
PC 19860090,0
PC 19860091,0
PC 19860092,0
PC 19870001,0
PC 19870002,Chevron
PC 19870003,0
PC 19870004,0
PC 19870005,0
PC 19870006,Banquet
PC 19870006,Female
PC 19870007,0
PC 19870008,0
PC 19870009,0
PC 19870010,0
PC 19870011,0
PC 19870012,0
PC 19870013,0
PC 19870014,Volute
PC 19870015,0
PC 19870016,0
PC 19870017,0
PC 19870018,0
PC 19870019,0
PC 19870020,0
PC 19870021,0
PC 19870022,0
PC 19870023,0
PC 19870024,0
PC 19870025,0
PC 19870026,0
PC 19870027,0
PC 19870028,Circles
PC 19870029,0
PC 19870030,0
PC 19870031,Horse Race
PC 19870031,Banquet
PC 19870031,Guilloche
PC 19870032,0
PC 19870033,0
PC 19870034,0
PC 19870035,0
PC 19870036,0
PC 19870037,Rosette
PC 19870038,0
PC 19870039,0
PC 19870040,0
PC 19870041,0
PC 19870042,0
PC 19870043,0
PC 19870044,0
PC 19870045,0
PC 19870046,0
PC 19870047,0
PC 19870048,0
PC 19870049,0
PC 19870050,0
PC 19870051,0
PC 19870052,Potnia Theron
PC 19870053,0
PC 19870054,0
PC 19870055,0
PC 19870056,Volute
PC 19870056,Ram
PC 19870057,Palmette
PC 19870058,0
PC 19870059,0
PC 19870060,0
PC 19870061,0
PC 19870062,0
PC 19870063,0
PC 19870064,Gorgon
PC 19870064,Tongue
PC 19870065,0
PC 19870066,0
PC 19870067,0
PC 19870068,0
PC 19870069,0
PC 19870070,Rosette
PC 19870071,0
PC 19870072,Meander
PC 19870073,0
PC 19870074,0
PC 19870075,0
PC 19870076,Lotus
PC 19870076,Palmette
PC 19870077,0
PC 19870078,Procession
PC 19870079,Lotus
PC 19870079,Palmette
PC 19870080,Duck
PC 19870081,0
PC 19870082,Animal
PC 19870082,Procession
PC 19870082,Stag
PC 19870083,0
PC 19870084,Animal
PC 19870084,Female
PC 19870084,Procession
PC 19870085,0
PC 19870086,0
PC 19870087,0
PC 19870088,Female
PC 19870088,Procession
PC 19870089,0
PC 19870090,0
PC 19870091,Guilloche
PC 19870091,Circles
PC 19870092,Flower
PC 19870092,Palmette
PC 19870092,Lotus
PC 19870093,0
PC 19870094,0
PC 19870095,0
