label,Motif
PC 19870096,0
PC 19870097,0
PC 19870098,0
PC 19870099,0
PC 19870100,0
PC 19870101,0
PC 19870102,0
PC 19870103,0
PC 19870104,Meander
PC 19870104,Dots
PC 19870105,0
PC 19870106,0
PC 19870107,0
PC 19870108,0
PC 19870109,0
PC 19870110,0
PC 19870111,0
PC 19870112,0
PC 19870113,0
PC 19870114,0
PC 19870115,0
PC 19870116,0
PC 19870117,0
PC 19870118,0
PC 19870119,0
PC 19870120,0
PC 19870121,0
PC 19870122,0
PC 19870123,0
PC 19870124,0
PC 19870125,0
PC 19870126,0
PC 19870127,0
PC 19870128,0
PC 19870129,0
PC 19870130,0
PC 19870131,0
PC 19870132,0
PC 19870133,0
PC 19870134,0
PC 19870135,0
PC 19870136,0
PC 19870137,0
PC 19870138,Notches
PC 19870139,0
PC 19870140,0
PC 19870141,0
PC 19870142,0
PC 19870143,0
PC 19870144,0
PC 19870145,0
PC 19870146,0
PC 19870147,0
PC 19870148,0
PC 19870149,0
PC 19870150,0
PC 19870151,Female
PC 19870152,0
PC 19870153,0
PC 19870154,0
PC 19870155,0
PC 19870156,0
PC 19870157,0
PC 19880001,0
PC 19880002,0
PC 19880003,0
PC 19880004,0
PC 19880005,Banquet
PC 19880006,0
PC 19880007,0
PC 19880008,Lotus
PC 19880008,Flower
PC 19880009,Procession
PC 19880010,Feline
PC 19880011,0
PC 19880012,Lion
PC 19880013,0
PC 19880014,0
PC 19880015,Female
PC 19880016,Feline
PC 19880017,Feline
PC 19880018,0
PC 19880019,0
PC 19880020,Circles
PC 19880020,Guilloche
PC 19880021,0
PC 19880022,0
PC 19880023,0
PC 19880024,0
PC 19880025,0
PC 19880026,Guilloche
PC 19880027,Seated Figure
PC 19880028,0
PC 19880029,0
PC 19880030,0
PC 19880031,0
PC 19880032,0
PC 19880033,0
PC 19880034,0
PC 19880035,Dots
PC 19880036,0
PC 19880037,0
PC 19880038,0
PC 19880039,0
PC 19880040,0
PC 19880041,Feline
PC 19880042,0
PC 19880043,0
PC 19880044,0
PC 19880045,0
PC 19880046,0
PC 19880047,0
PC 19880048,0
PC 19880049,0
PC 19880050,0
PC 19880051,0
PC 19880052,0
PC 19880053,0
PC 19880054,0
PC 19880055,0
PC 19880056,0
PC 19880057,0
PC 19880058,0
PC 19880059,0
PC 19880060,0
PC 19880061,0
PC 19880062,Flower
PC 19880063,Gorgon
PC 19880064,0
PC 19880065,0
PC 19880066,0
PC 19880067,0
PC 19880068,0
PC 19880069,0
PC 19880070,0
PC 19880071,0
PC 19880072,0
PC 19880073,0
PC 19880074,0
PC 19880075,0
PC 19880076,Feline
PC 19880077,0
PC 19880078,0
PC 19880079,0
PC 19880080,0
PC 19880081,0
PC 19880082,0
PC 19880083,Circles
PC 19880084,0
PC 19880085,0
PC 19880086,0
PC 19880087,0
PC 19880088,0
PC 19880089,0
PC 19880090,Animal
PC 19880091,Palmette
PC 19880092,0
PC 19880093,0
PC 19880094,0
PC 19880095,0
PC 19880096,0
PC 19880097,0
PC 19880098,Circles
PC 19880099,0
PC 19880100,0
PC 19880101,0
PC 19880102,0
PC 19880103,0
PC 19880104,0
PC 19880105,0
PC 19880106,0
PC 19880107,0
PC 19880108,0
PC 19880109,0
PC 19880110,0
PC 19880111,0
PC 19880112,Feline
PC 19880113,0
PC 19880114,0
PC 19880115,0
PC 19880116,0
PC 19880117,Notches
PC 19880118,0
PC 19880119,0
PC 19880120,0
PC 19880121,0
PC 19880122,Lotus
PC 19880122,Palmette
PC 19880123,0
PC 19880124,0
PC 19880125,0
PC 19880126,0
PC 19880127,Feline
PC 19880128,0
PC 19880129,0
PC 19880130,0
PC 19880131,0
PC 19880132,0
PC 19880133,0
PC 19880134,0
PC 19880135,0
PC 19880136,0
PC 19880137,0
PC 19880138,0
PC 19880139,0
PC 19880140,0
PC 19880141,0
PC 19880142,0
PC 19880143,0
PC 19880144,0
PC 19880145,0
PC 19880146,0
PC 19880147,0
PC 19880148,0
PC 19880149,0
PC 19880150,Rosette
PC 19880151,Feline
PC 19880152,0
PC 19880153,0
PC 19880154,0
PC 19880155,0
PC 19880156,0
PC 19880157,Feline
PC 19880158,0
PC 19880159,0
PC 19880160,0
PC 19880161,0
PC 19880162,0
PC 19880163,0
PC 19880164,0
PC 19880165,0
PC 19880166,0
PC 19880167,0
PC 19880168,0
PC 19880169,0
PC 19880170,0
PC 19880171,0
PC 19880172,0
PC 19880173,0
PC 19880174,0
PC 19880175,0
PC 19880176,0
PC 19880177,0
PC 19880178,0
PC 19880179,0
PC 19880180,0
PC 19880181,0
PC 19880182,0
PC 19880183,0
PC 19880184,0
PC 19880185,0
PC 19880186,Female
PC 19880187,Female
PC 19880188,0
PC 19880189,0
PC 19880190,0
PC 19880191,0
PC 19880192,0
PC 19880193,0
PC 19890001,0
PC 19890002,0
PC 19890003,0
PC 19890004,0
PC 19890005,0
PC 19890006,0
PC 19890007,Rosette
PC 19890008,Tongue
PC 19890008,Gorgon
PC 19890009,Guilloche
PC 19890009,Banquet
PC 19890010,0
PC 19890011,Rosette
PC 19890012,0
PC 19890013,0
PC 19890014,0
PC 19890015,0
PC 19890016,0
PC 19890017,Circles
PC 19890018,0
PC 19890019,Female
PC 19890020,0
PC 19890021,0
PC 19890022,0
PC 19890023,0
PC 19890024,Feline
PC 19890025,0
PC 19890026,0
PC 19890027,0
PC 19890028,0
PC 19890029,0
PC 19890030,Palmette
PC 19890030,Lotus
PC 19890031,0
PC 19890032,0
PC 19890033,0
PC 19890034,0
PC 19890035,0
PC 19890036,Female
PC 19890037,Feline
PC 19890038,0
PC 19890039,0
PC 19890040,0
PC 19890041,0
PC 19890042,0
PC 19890043,0
PC 19890044,0
PC 19890045,0
PC 19890046,0
PC 19890047,Feline
PC 19890048,0
PC 19890049,Dots
PC 19890049,Guilloche
PC 19890050,0
PC 19890051,Dots
PC 19890052,0
PC 19890053,0
PC 19890054,0
PC 19890055,0
PC 19890056,0
PC 19890057,0
PC 19890058,0
PC 19890059,0
PC 19890060,Circles
PC 19890061,0
PC 19890062,0
PC 19890063,0
PC 19890064,0
PC 19890065,0
PC 19890066,0
PC 19890067,0
PC 19890068,0
PC 19890069,Tongue
PC 19890070,0
PC 19890071,Palmette
PC 19890072,Tongue
PC 19890073,0
PC 19890074,Tongue
PC 19890075,0
PC 19890076,0
PC 19890077,0
PC 19890078,0
PC 19890079,Lotus
PC 19890079,Palmette
PC 19890080,Circles
PC 19890081,0
PC 19890082,0
PC 19890083,0
PC 19890084,0
PC 19890085,0
PC 19890086,0
PC 19890087,0
PC 19890088,0
PC 19890089,0
PC 19890090,Feline
PC 19890091,0
PC 19890092,Chevron
PC 19890093,0
PC 19890094,0
PC 19890095,0
PC 19890096,Procession
PC 19890097,0
PC 19890098,0
PC 19890099,0
PC 19890100,0
PC 19890101,0
PC 19890102,0
PC 19890103,0
PC 19890104,0
PC 19890105,0
PC 19890106,0
PC 19890107,0
PC 19890108,0
PC 19890109,0
PC 19890110,0
PC 19890111,0
PC 19890112,Circles
PC 19890113,0
PC 19890114,0
PC 19890115,0
PC 19890116,0
PC 19890117,0
PC 19890118,Animal
PC 19890119,0
PC 19890120,0
PC 19890121,0
PC 19890122,0
PC 19890123,0
PC 19890124,0
PC 19890125,0
PC 19890126,0
PC 19890127,0
PC 19890128,0
PC 19890129,0
PC 19890130,0
PC 19890131,0
PC 19890132,0
PC 19890133,0
PC 19890134,0
PC 19890135,Gorgon
PC 19890136,Volute
PC 19890137,0
PC 19890138,0
PC 19890140,0
PC 19890141,0
PC 19890142,0
PC 19890143,0
PC 19890144,0
PC 19890145,0
PC 19890146,Tongue
PC 19890147,0
PC 19890148,0
PC 19890149,0
PC 19890150,0
PC 19890151,0
PC 19890152,0
PC 19890153,0
PC 19890154,0
PC 19890155,0
PC 19890156,0
PC 19890157,0
PC 19890158,0
PC 19890159,0
PC 19890160,0
PC 19890161,0
PC 19890162,0
PC 19890163,0
PC 19890164,Dots
PC 19890165,0
PC 19890166,0
PC 19890167,0
PC 19890168,0
PC 19890169,0
PC 19890170,0
PC 19890171,0
PC 19890172,0
PC 19890173,0
PC 19890174,0
PC 19890175,0
PC 19890176,0
PC 19890177,0
PC 19890178,0
PC 19890179,0
PC 19900001,0
PC 19900002,Circles
PC 19900003,0
PC 19900004,0
PC 19900005,0
PC 19900006,0
PC 19900007,0
PC 19900008,Gorgon
PC 19900009,0
PC 19900010,0
PC 19900011,0
PC 19900012,0
PC 19900013,0
PC 19900014,0
PC 19900015,0
PC 19900016,0
PC 19900017,0
PC 19900018,0
PC 19900019,0
PC 19900020,0
PC 19900021,0
PC 19900022,0
PC 19900023,0
PC 19900024,0
PC 19900025,0
PC 19900026,0
PC 19900027,0
PC 19900028,0
PC 19900029,0
PC 19900030,0
PC 19900031,0
PC 19900032,0
PC 19900033,0
PC 19900034,0
PC 19900035,Quadruped
PC 19900036,0
PC 19900037,0
PC 19900038,0
PC 19900039,0
PC 19900040,0
PC 19900041,0
PC 19900042,0
PC 19900043,0
PC 19900044,0
PC 19900045,0
PC 19900046,0
PC 19900047,Volute
PC 19900048,0
PC 19900049,0
PC 19900050,0
PC 19900051,0
PC 19900052,0
PC 19900053,0
PC 19900054,0
PC 19900055,0
PC 19900056,0
PC 19900057,0
PC 19900058,0
PC 19900059,0
PC 19900060,0
PC 19900061,0
PC 19900062,0
PC 19900063,0
PC 19900064,0
PC 19900065,0
PC 19900066,0
PC 19900067,0
PC 19900068,0
PC 19900069,0
PC 19900070,0
PC 19900071,0
PC 19900072,0
PC 19900073,0
PC 19900074,0
PC 19900075,Guilloche
PC 19900076,Guilloche
PC 19900077,Dots
PC 19900077,Guilloche
PC 19900078,Guilloche
PC 19900078,Dots
PC 19900079,Lotus
PC 19900079,Palmette
PC 19900080,0
PC 19900081,0
PC 19900082,0
PC 19900083,0
PC 19900084,Circles
PC 19900085,0
PC 19900086,0
PC 19900087,Rosette
PC 19900088,Rosette
PC 19900089,0
PC 19900090,0
PC 19900091,0
PC 19900092,0
PC 19900093,Rosette
PC 19900094,0
PC 19900095,0
PC 19900096,0
PC 19900097,0
PC 19900098,Vegetal
PC 19900099,0
PC 19900100,0
PC 19900101,0
PC 19910001,0
PC 19910002,0
PC 19910003,0
PC 19910004,0
PC 19910005,0
PC 19910006,0
PC 19910007,0
PC 19910008,0
PC 19910009,Horse Race
PC 19910010,0
PC 19910011,0
PC 19910012,0
PC 19910013,0
PC 19910014,0
PC 19910015,0
PC 19910016,0
PC 19910017,0
PC 19910018,0
PC 19910019,0
PC 19910020,Gorgon
PC 19910021,0
PC 19910022,0
PC 19910023,0
PC 19910024,0
PC 19910025,0
PC 19910026,0
PC 19910027,0
PC 19910028,0
PC 19910029,0
PC 19910030,Gorgon
PC 19910031,0
PC 19910032,0
PC 19910033,0
PC 19910034,0
PC 19910035,0
PC 19910036,0
PC 19910037,Circles
PC 19910038,0
PC 19910039,0
PC 19910040,0
PC 19910041,0
PC 19920001,0
PC 19920002,0
PC 19920003,0
PC 19920004,Guilloche
PC 19920005,0
PC 19920006,0
PC 19920007,0
PC 19920008,0
PC 19920009,0
PC 19920010,0
PC 19920011,0
PC 19920012,0
PC 19920013,0
PC 19920014,Procession
PC 19920015,0
PC 19920016,0
PC 19920017,Chevron
PC 19920018,0
PC 19920019,0
PC 19920020,0
PC 19920021,0
PC 19920022,0
PC 19920023,0
PC 19920024,0
PC 19920025,0
PC 19920026,0
PC 19920027,Geometric
PC 19920032,0
PC 19920033,0
PC 19920034,0
PC 19920035,0
PC 19920036,0
PC 19920037,0
PC 19920038,0
PC 19920039,0
PC 19920040,0
PC 19920041,0
PC 19920042,0
PC 19920043,0
PC 19920044,0
PC 19920045,0
PC 19920046,0
PC 19920047,0
PC 19920048,0
PC 19920049,0
PC 19920050,0
PC 19920051,0
PC 19920052,0
PC 19920053,0
PC 19920054,0
PC 19920055,0
PC 19920056,0
PC 19920057,0
PC 19920058,0
PC 19920059,0
PC 19920060,0
PC 19920061,0
PC 19920062,Guilloche
PC 19920063,Tongue
PC 19920064,0
PC 19920065,Palmette
PC 19920066,0
PC 19920067,0
PC 19920068,0
PC 19920069,0
PC 19920070,0
PC 19920071,0
PC 19920072,0
PC 19920073,0
PC 19920074,0
PC 19920075,0
PC 19920076,0
PC 19920077,0
PC 19920078,0
PC 19920079,0
PC 19920080,Circles
PC 19920081,0
PC 19920082,0
PC 19920083,0
PC 19920084,0
PC 19920085,0
PC 19920086,0
PC 19920087,Chevron
PC 19920088,Braid
PC 19920088,Rosette
PC 19920089,0
PC 19920090,0
PC 19920091,0
PC 19930001,0
PC 19930002,Guilloche
PC 19930003,0
PC 19930004,0
PC 19930005,0
PC 19930006,0
PC 19930007,Circles
PC 19930008,0
PC 19930009,0
PC 19930010,0
PC 19930011,0
PC 19930012,Guilloche
PC 19930012,Procession
PC 19930013,0
PC 19930014,0
PC 19930015,0
PC 19930016,0
PC 19930017,0
PC 19930018,0
PC 19930019,0
PC 19930020,Rosette
PC 19930020,Circles
PC 19930021,0
PC 19930022,0
PC 19930023,0
PC 19930024,0
PC 19930025,Circles
PC 19930026,0
PC 19930027,0
PC 19930028,Quadruped
PC 19930029,Horse Race
PC 19930030,0
PC 19930031,0
PC 19930032,0
PC 19930033,0
PC 19930034,0
PC 19930035,Rosette
PC 19930036,0
PC 19930037,0
PC 19930038,0
PC 19930039,0
PC 19930040,0
PC 19930041,0
PC 19930042,0
PC 19930043,0
PC 19930044,0
PC 19930045,0
PC 19930046,0
PC 19930047,Rosette
PC 19930048,Gorgon
PC 19930049,0
PC 19930050,0
PC 19930051,0
PC 19930052,0
PC 19930053,0
PC 19930054,Circles
PC 19930055,0
PC 19930056,0
PC 19930057,0
PC 19930058,Dots
PC 19930059,0
PC 19930060,0
PC 19930061,0
PC 19930062,0
PC 19930063,0
PC 19930064,0
PC 19930065,0
PC 19930066,0
PC 19930067,Quadruped
PC 19930067,Animal
PC 19930068,0
PC 19930069,Feline
PC 19930070,0
PC 19930071,0
PC 19930072,0
PC 19930073,Quadruped
PC 19930074,0
PC 19930075,0
PC 19930076,0
PC 19930077,Bean
PC 19930078,0
PC 19930079,0
PC 19930080,0
PC 19930081,0
PC 19930082,Vegetal
PC 19930083,0
PC 19930084,0
PC 19930085,0
PC 19930086,Rosette
PC 19930087,0
PC 19930088,0
PC 19930089,Gorgon
PC 19930090,0
PC 19930091,0
PC 19930092,0
PC 19930093,0
PC 19930094,Gorgon
PC 19930095,0
PC 19930096,0
PC 19930097,0
PC 19930098,Gorgon
PC 19930099,Notches
PC 19930100,0
PC 19930101,Duck
PC 19930101,Bird
PC 19930102,Guilloche
PC 19930103,0
PC 19930104,0
PC 19930105,0
PC 19930106,0
PC 19930107,0
PC 19930108,0
PC 19930109,0
PC 19930110,0
PC 19930111,0
PC 19930112,0
PC 19930113,0
PC 19930114,0
PC 19930115,Gorgon
PC 19930116,Notches
PC 19930117,0
PC 19930118,0
PC 19930119,0
PC 19930120,0
PC 19930121,0
PC 19930122,0
PC 19930123,Guilloche
PC 19930123,Bean
PC 19930124,0
PC 19930125,0
PC 19930126,0
PC 19930127,0
PC 19930128,0
PC 19930129,0
PC 19930130,Dots
PC 19930131,Dots
PC 19930131,Circles
PC 19930132,0
PC 19930133,0
PC 19930134,0
PC 19930135,0
PC 19930136,0
PC 19930137,0
PC 19930138,0
PC 19930139,0
PC 19930140,0
PC 19930141,0
PC 19930142,0
PC 19930143,0
PC 19930144,0
PC 19930145,0
PC 19930146,0
PC 19940001,Gorgon
PC 19940002,0
PC 19940003,0
PC 19940004,0
PC 19940005,0
PC 19940006,0
PC 19940007,Procession
PC 19940007,Guilloche
PC 19940008,Volute
PC 19940008,Palmette
PC 19940009,Guilloche
PC 19940009,Seated Figure
PC 19940010,0
PC 19940011,Lion
PC 19940012,0
PC 19940013,Feline
PC 19940014,0
PC 19940015,0
PC 19940016,0
PC 19940017,Notches
PC 19940018,0
PC 19940019,0
PC 19940020,Horse Race
PC 19940020,Guilloche
PC 19940021,0
PC 19940022,0
PC 19940023,0
PC 19940024,0
PC 19940025,0
PC 19940026,0
PC 19940027,0
PC 19940028,0
PC 19940029,0
PC 19940030,0
PC 19940031,0
PC 19940032,0
PC 19940033,0
PC 19940034,0
PC 19940035,Gorgon
PC 19940036,0
PC 19940037,0
PC 19940038,0
PC 19940039,0
PC 19940040,0
PC 19940041,0
PC 19940042,0
PC 19940043,0
PC 19940044,0
PC 19940045,0
PC 19940046,0
PC 19940047,0
PC 19940048,0
PC 19940049,0
PC 19940050,0
PC 19940051,0
PC 19940052,0
PC 19940053,0
PC 19940054,0
PC 19940055,0
PC 19940056,0
PC 19940057,0
PC 19940058,0
PC 19940059,0
PC 19940060,0
PC 19940061,0
PC 19940062,Sphinx
PC 19940063,0
PC 19940064,0
PC 19940065,0
PC 19940066,0
PC 19940067,0
PC 19940068,0
PC 19940069,0
PC 19940070,0
PC 19940071,0
PC 19940072,0
PC 19940073,0
PC 19940074,0
PC 19940075,0
PC 19940076,0
PC 19940077,0
PC 19940078,0
PC 19940079,0
PC 19940080,0
PC 19940081,0
PC 19940082,0
PC 19940083,0
PC 19940084,0
PC 19940085,Dots
PC 19940085,Rosette
PC 19940086,0
PC 19940087,0
PC 19940088,0
PC 19940089,0
PC 19940090,0
PC 19940091,0
PC 19940092,0
PC 19940093,0
PC 19940094,0
PC 19940095,0
PC 19940096,0
PC 19940097,0
PC 19940098,0
PC 19940099,0
PC 19940100,0
PC 19940101,0
PC 19940102,0
PC 19940103,0
PC 19940104,0
PC 19940105,0
PC 19940106,0
PC 19940107,0
PC 19940108,0
PC 19940109,0
PC 19940110,0
PC 19940111,0
PC 19940112,0
PC 19940113,0
PC 19940114,0
PC 19940115,0
PC 19940116,0
PC 19940117,0
PC 19940118,0
PC 19940119,0
PC 19940120,0
PC 19940121,0
PC 19940122,0
PC 19940123,0
PC 19940124,0
PC 19940125,0
PC 19940126,Circles
PC 19940127,0
PC 19940128,0
PC 19940129,0
PC 19940130,0
PC 19940131,0
PC 19940132,0
PC 19940133,0
PC 19940134,0
PC 19940135,0
PC 19940136,0
PC 19940137,0
PC 19940138,0
PC 19940139,0
PC 19940140,0
PC 19940141,0
PC 19940142,0
PC 19940143,0
PC 19940144,0
PC 19940145,0
PC 19940146,0
PC 19940147,0
PC 19940148,0
PC 19940149,0
PC 19940150,0
PC 19940151,0
PC 19940152,0
PC 19940153,0
PC 19940154,0
PC 19940155,0
PC 19940156,0
PC 19940157,0
PC 19940158,0
PC 19940159,0
PC 19940160,0
PC 19940161,0
PC 19940162,0
PC 19940163,0
PC 19940164,0
PC 19940165,0
PC 19940166,0
PC 19940167,0
PC 19940168,0
PC 19940169,0
PC 19940170,0
PC 19940171,0
PC 19940172,0
PC 19940173,0
PC 19940174,0
PC 19940175,0
PC 19940176,0
PC 19940177,0
PC 19940178,0
PC 19940179,0
PC 19940180,0
PC 19940181,0
PC 19940182,0
PC 19940183,0
PC 19940184,0
PC 19950001,0
PC 19950002,0
PC 19950003,0
PC 19950004,0
PC 19950005,0
PC 19950006,0
PC 19950007,0
PC 19950008,0
PC 19950009,0
PC 19950010,0
PC 19950011,0
PC 19950012,0
PC 19950013,0
PC 19950014,0
PC 19950015,0
PC 19950016,0
PC 19950017,0
PC 19950018,0
PC 19950019,0
PC 19950020,0
PC 19950021,0
PC 19950022,0
PC 19950023,0
PC 19950024,0
PC 19950025,0
PC 19950026,0
PC 19950027,0
PC 19950028,0
PC 19950029,0
PC 19950030,0
PC 19950031,0
PC 19950032,0
PC 19950033,0
PC 19950034,0
PC 19950035,0
PC 19950036,0
PC 19950037,0
PC 19950038,0
PC 19950039,0
PC 19950040,0
PC 19950041,0
PC 19950042,0
PC 19950043,0
PC 19950044,0
PC 19950045,0
PC 19950046,0
PC 19950047,0
PC 19950048,0
PC 19950049,0
PC 19950050,0
PC 19950051,0
PC 19950052,0
PC 19950053,0
PC 19950054,0
PC 19950055,0
PC 19950056,0
PC 19950057,0
PC 19950058,0
PC 19950059,0
PC 19950060,0
PC 19950061,0
PC 19950062,Sphinx
PC 19950063,0
PC 19950064,0
PC 19950065,0
PC 19950066,0
PC 19950067,0
PC 19950068,0
PC 19950069,0
PC 19950070,0
PC 19950071,0
PC 19950072,0
PC 19950073,Circles
PC 19950074,0
PC 19950075,Gorgon
PC 19950076,0
PC 19950077,0
PC 19950078,0
PC 19950079,0
PC 19950080,0
PC 19950081,0
PC 19950082,0
PC 19950083,0
PC 19950084,0
PC 19950085,0
PC 19950086,0
PC 19950087,0
PC 19950088,Circles
PC 19950089,0
PC 19950090,0
PC 19950091,0
PC 19950092,0
PC 19950093,0
PC 19950094,0
PC 19950095,0
PC 19950096,Dots
PC 19950097,0
PC 19950098,0
PC 19950099,Notches
PC 19950100,0
PC 19950101,0
PC 19950102,0
PC 19950103,0
PC 19950104,0
PC 19950105,0
PC 19950106,0
PC 19950107,0
PC 19950108,0
PC 19950109,0
PC 19950110,0
PC 19950111,0
PC 19950112,0
PC 19950113,Feline
PC 19950114,0
PC 19950115,0
PC 19950116,0
PC 19950117,0
PC 19950118,0
PC 19950119,0
PC 19950120,0
PC 19950121,0
PC 19950122,0
PC 19950123,Procession
PC 19950123,Guilloche
PC 19950124,0
PC 19950125,0
PC 19950126,0
PC 19950127,0
PC 19950128,Circles
PC 19950129,Dots
PC 19950130,0
PC 19950131,0
PC 19950132,0
PC 19950133,0
PC 19950134,0
PC 19950135,0
PC 19950136,0
PC 19950137,0
PC 19950138,0
PC 19950139,0
PC 19950140,0
PC 19950141,0
PC 19950142,0
PC 19950143,0
PC 19950144,0
PC 19950145,0
PC 19950146,0
PC 19950147,0
PC 19950148,0
PC 19950149,0
PC 19950150,0
PC 19950151,0
PC 19950152,0
PC 19950153,0
PC 19950154,0
PC 19950155,0
PC 19950156,0
PC 19950157,0
PC 19950158,0
PC 19950159,0
PC 19950160,Tongue
PC 19950161,Notches
PC 19950162,0
PC 19950163,Dots
PC 19950164,0
PC 19950165,0
PC 19950166,0
PC 19950167,0
PC 19950168,0
PC 19950169,0
PC 19950170,0
PC 19950171,0
PC 19950172,0
PC 19950173,0
PC 19950174,0
PC 19950175,0
PC 19950176,Circles
PC 19950177,0
PC 19950178,0
PC 19950179,0
PC 19950180,0
PC 19950181,0
PC 19950182,Circles
PC 19950183,0
PC 19950184,0
PC 19950185,0
PC 19950186,0
PC 19950187,0
PC 19950188,0
PC 19950189,0
PC 19950190,0
PC 19950191,0
PC 19950192,0
PC 19960001,Dots
PC 19960002,0
PC 19960003,0
PC 19960004,0
PC 19960005,0
PC 19960006,0
PC 19960007,0
PC 19960008,Circles
PC 19960009,0
PC 19960010,0
PC 19960011,0
PC 19960012,0
PC 19960013,0
PC 19960014,0
PC 19960015,0
PC 19960016,0
PC 19960017,0
PC 19960018,0
PC 19960019,0
PC 19960020,0
PC 19960021,0
PC 19960022,Circles
PC 19960023,0
PC 19960024,0
PC 19960025,0
PC 19960026,0
PC 19960027,0
PC 19960028,Caryatid
PC 19960029,0
PC 19960030,0
PC 19960031,0
PC 19960032,0
PC 19960033,0
PC 19960034,0
PC 19960035,Circles
PC 19960036,0
PC 19960037,0
PC 19960038,0
PC 19960039,Rosette
PC 19960040,0
PC 19960041,0
PC 19960042,0
PC 19960043,0
PC 19960044,0
PC 19960045,0
PC 19960046,0
PC 19960047,0
PC 19960048,0
PC 19960049,0
PC 19960050,0
PC 19960051,0
PC 19960052,0
PC 19960053,0
PC 19960054,0
PC 19960055,0
PC 19960056,0
PC 19960057,0
PC 19960058,0
PC 19960059,0
PC 19960060,0
PC 19960061,0
PC 19960062,0
PC 19960063,0
PC 19960064,0
PC 19960065,0
PC 19960066,Volute
PC 19960066,Lotus
PC 19960066,Palmette
PC 19960067,0
PC 19960068,0
PC 19960069,0
PC 19960070,0
PC 19960071,0
PC 19960072,0
PC 19960073,0
PC 19960074,0
PC 19960075,0
PC 19960076,0
PC 19960077,0
PC 19960078,0
PC 19960079,0
PC 19960080,0
PC 19960081,0
PC 19960082,0
PC 19960083,0
PC 19960084,0
PC 19960085,0
PC 19960086,Vegetal
PC 19960086,Volute
PC 19960087,0
PC 19960088,0
PC 19960089,0
PC 19960090,0
PC 19960091,0
PC 19960092,0
PC 19960093,0
PC 19960094,0
PC 19960095,0
PC 19960096,0
PC 19960097,0
PC 19960098,0
PC 19960099,0
PC 19960100,0
PC 19960101,0
PC 19960102,0
PC 19960103,0
PC 19960104,0
PC 19960105,0
PC 19960106,Volute
PC 19960107,0
PC 19960108,0
PC 19960109,0
PC 19960110,0
PC 19960111,Palmette
PC 19960111,Lotus
PC 19960112,0
PC 19960113,0
PC 19960114,0
PC 19960115,0
PC 19960116,0
PC 19960117,0
PC 19960118,0
PC 19960119,0
PC 19960120,0
PC 19960121,0
PC 19960122,0
PC 19960123,Notches
PC 19960124,0
PC 19970001,0
PC 19970002,0
PC 19970003,0
PC 19970004,0
PC 19970005,0
PC 19970006,0
PC 19970007,0
PC 19970008,0
PC 19970009,0
PC 19970010,0
PC 19970011,0
PC 19970012,0
PC 19970013,0
PC 19970014,0
PC 19970015,Circles
PC 19970016,0
PC 19970017,0
PC 19970018,0
PC 19970019,0
PC 19970020,0
PC 19970021,0
PC 19970022,0
PC 19970023,0
PC 19970024,0
PC 19970025,0
PC 19970026,0
PC 19970027,0
PC 19970028,0
PC 19970029,0
PC 19970030,0
PC 19970031,0
PC 19970032,0
PC 19970033,0
PC 19970034,0
PC 19970035,0
PC 19970036,0
PC 19970037,0
PC 19970038,0
PC 19970039,0
PC 19970040,0
PC 19970041,0
PC 19970042,0
PC 19970043,0
PC 19970044,0
PC 19970045,0
PC 19970046,0
PC 19970047,0
PC 19970048,0
PC 19970049,0
PC 19970050,0
PC 19970051,0
PC 19970052,0
PC 19970053,0
PC 19970054,0
PC 19970055,0
PC 19970056,0
PC 19970057,Horse Race
PC 19970058,0
PC 19970059,0
PC 19970060,0
PC 19970061,0
PC 19970062,0
PC 19970063,0
PC 19970064,0
PC 19970065,0
PC 19970066,0
PC 19970067,0
PC 19970068,0
PC 19970069,0
PC 19970070,0
PC 19970071,0
PC 19970072,0
PC 19970073,0
PC 19970074,0
PC 19970075,0
PC 19970076,0
PC 19970077,0
PC 19970078,0
PC 19970079,0
PC 19970080,0
PC 19970081,0
PC 19970082,0
PC 19970083,0
PC 19970084,0
PC 19970085,0
PC 19970086,0
PC 19970087,0
PC 19970088,0
PC 19970089,0
PC 19970090,0
PC 19970091,0
PC 19970092,0
PC 19970093,0
PC 19970094,0
PC 19970095,0
PC 19970096,0
PC 19970097,Seated Figure
PC 19970098,0
PC 19970099,0
PC 19970100,Circles
PC 19970101,0
PC 19970102,Griffin
PC 19970102,Animal
PC 19970103,0
PC 19970104,0
PC 19970105,0
PC 19970106,0
PC 19970107,0
PC 19970108,0
PC 19970109,0
PC 19970110,0
PC 19970111,0
PC 19970112,0
PC 19970113,0
PC 19970114,0
PC 19970115,0
PC 19970116,0
PC 19970117,0
PC 19970118,0
PC 19970119,Circles
PC 19970120,0
PC 19970121,Circles
PC 19970122,0
PC 19970123,0
PC 19970124,0
PC 19970125,0
PC 19970126,Palmette
PC 19970126,Lotus
PC 19970127,Lotus
PC 19970127,Palmette
PC 19970128,0
PC 19970129,0
PC 19970130,0
PC 19970131,0
PC 19970132,Animal
PC 19970132,Male
PC 19970133,0
PC 19970134,0
PC 19970135,0
PC 19970136,0
PC 19970137,0
PC 19970138,0
PC 19970139,0
PC 19970140,0
PC 19970141,0
PC 19970142,0
PC 19970143,0
PC 19970144,0
PC 19970145,0
PC 19970146,0
PC 19970147,0
PC 19970148,0
PC 19970149,0
PC 19970150,0
PC 19970151,0
PC 19970152,0
PC 19970153,Circles
