label,Motif,Decorative_Technique
PC 19680552,0,"[""Incised"", ""Painted""]"
PC 19860040,0,0
PC 19820021,"[""Guilloche""]","[""Inlay"", ""Incised"", ""Beveled""]"
PC 20040158,0,0
PC 20150015,0,0
PC 19730217,0,"[""Incised""]"
PC 19820086,0,"[""Incised""]"
PC 19710796,0,0
PC 19890024,"[""Feline""]",0
PC 19710958,"[""Sphinx""]","[""Stamped""]"
PC 19830104,0,0
PC 19730225,"[""Guilloche""]","[""Stamped""]"
PC 20090097,0,0
PC 19850103,0,0
PC 19710319,0,0
PC 19970034,0,0
PC 19850173,0,"[""Incised""]"
PC 20170019,0,0
PC 19980137,0,"[""Painted""]"
PC 20090182,0,0
PC 19990107,0,0
PC 20140056,0,0
VdM 20060012,0,0
VdM 20060073,0,0
PC 19770071,"[""Banquet""]","[""Relief""]"
PC 19730160,"[""Horse Race""]","[""Painted""]"
PC 19710483,0,0
PC 19680304,"[""Seated Figure"", ""Guilloche""]",0
PC 19930060,0,"[""Inscribed""]"
PC 20080084,0,0
PC 20110073,0,0
PC 19990106,0,0
PC 19710308,0,0
PC 19680143,"[""Banquet""]","[""Painted""]"
PC 19710337,0,0
PC 19860092,0,0
PC 19680614,0,0
PC 19720130,0,0
PC 20120050,0,0
PC 20090144,0,0
PC 20050153,0,0
PC 20130251,0,0
PC 19940145,0,0
PC 19960065,0,0
PC 19710290,"[""Gorgon"", ""Tongue""]",0
VdM 20060049,0,0
PC 19730199,0,0
PC 20150005,0,0
PC 19680324,"[""Seated Figure""]","[""Painted""]"
PC 20160056,"[""Gorgon"", ""Hair""]","[""Relief""]"
PC 19990105,0,0
PC 20070014,0,0
PC 19950094,0,"[""Incised"", ""Painted""]"
PC 19680114,"[""Horse Race""]","[""Painted""]"
PC 20100053,0,0
VdM 20060120,0,"[""Impressed""]"
PC 20100055,0,0
PC 19710236,0,"[""Fluted""]"
PC 19720204,0,0
PC 19720371,"[""Guilloche""]","[""Molded""]"
PC 20050120,0,"[""Pierced""]"
PC 20080085,0,0
PC 20130169,0,0
PC 19730024,0,"[""Fluted""]"
PC 19850166,0,"[""Ridged""]"
PC 20190091,0,0
PC 19680578,"[""Seated Figure""]",0
PC 19710482,0,0
PC 20080219,0,0
PC 20140068,0,0
PC 20090027,0,0
PC 19850098,0,"[""Cavetto""]"
PC 20030054,0,"[""Incised""]"
PC 20100066,0,0
PC 20130113,0,0
PC 20090148,0,0
PC 19840167,0,0
PC 20070275,0,0
PC 19950104,0,"[""Painted"", ""Cavetto""]"
PC 19870003,0,0
PC 19710744,0,0
PC 19710742,0,0
PC 19720056,0,"[""Incised""]"
PC 19970144,0,"[""Impressed""]"
PC 19710608,"[""Lotus""]",0
PC 20080032,0,"[""Incised""]"
PC 19940091,0,0
PC 19970028,0,0
PC 19780288,"[""Guilloche""]",0
PC 19690223,"[""Quadruped""]","[""Stamped""]"
PC 19670442,"[""Seated Figure""]",0
PC 19660275,0,0
VdM 20165038,0,0
PC 19780010,"[""Female""]","[""Incised"", ""Molded"", ""Plastic""]"
PC 19780282,0,"[""Incised""]"
PC 20010061,0,"[""Inscribed""]"
PC 19680436,"[""Tongue""]","[""Incised""]"
PC 20070072,0,0
PC 20070041,0,0
PC 19790304,0,0
PC 20080093,0,"[""Incised""]"
PC 19660120,"[""Male""]",0
PC 19690209,0,"[""Incised""]"
PC 19860005,0,"[""Incised""]"
PC 19790049,0,0
PC 20180032,0,"[""Other""]"
PC 19660222,"[""Feline""]",0
PC 19920053,0,"[""Fenestrated""]"
PC 19700416,0,"[""Painted""]"
PC 19890137,0,"[""Molded""]"
PC 19870016,0,"[""Incised""]"
PC 19810152,0,0
VdM 20155014,0,"[""Incised""]"
PC 19820103,"[""Guilloche""]","[""Inlay"", ""Incised"", ""Beveled""]"
PC 19680220,"[""Gorgon""]",0
PC 20100064,0,"[""Incised""]"
PC 19660050,"[""Horse Race""]",0
PC 19720101,"[""Gorgon""]",0
PC 20010066,0,0
PC 19880131,0,0
PC 20070154,0,0
PC 19710022,0,0
PC 20110045,0,0
PC 20010089,"[""Animal"", ""Quadruped""]","[""Stamped"", ""Relief""]"
PC 19710763,0,0
PC 19940098,0,0
PC 19760155,0,0
PC 19890007,"[""Rosette""]",0
PC 20010092,0,0
PC 20070118,0,0
PC 20130225,0,0
PC 19750059,"[""Griffin"", ""Tongue""]","[""Relief""]"
PC 19710078,0,0
PC 19760057,0,"[""Incised""]"
PC 19830100,0,"[""Incised""]"
PC 19880107,0,0
PC 20130053,0,0
PC 19710592,"[""Circles""]","[""Incised"", ""Stamped""]"
PC 20050152,0,0
PC 20090046,0,0
PC 19940095,0,"[""Impressed""]"
PC 19690166,"[""Horse Race"", ""Guilloche""]",0
PC 20070117,0,0
VdM 20060226,0,0
PC 20080113,0,0
PC 19730226,"[""Guilloche""]","[""Stamped""]"
PC 19970074,0,0
PC 19680439,0,0
PC 20010020,"[""Lotus""]",0
PC 19700415,0,0
PC 19720238,"[""Banquet""]",0
PC 20100027,0,0
PC 20050012,0,0
PC 20070222,0,0
PC 19720127,0,0
PC 20120030,0,0
PC 20070124,0,0
PC 19770016,"[""Seated Figure"", ""Banquet""]","[""Cavetto""]"
PC 19820106,"[""Guilloche""]","[""Inlay"", ""Incised""]"
PC 19720023,0,"[""Scalloped""]"
PC 19850013,0,0
PC 19700274,0,"[""Incised""]"
PC 19930138,0,0
PC 20170002,0,0
PC 19970079,0,0
PC 19770098,0,0
PC 20130254,0,0
PC 20170031,0,0
PC 19750095,0,"[""Impressed""]"
PC 19680052,"[""Gorgon""]",0
PC 19770286,"[""Procession""]","[""Cavetto""]"
PC 19950163,"[""Dots""]","[""Painted""]"
PC 20120120,0,"[""Fenestrated""]"
PC 19770158,0,"[""Impressed"", ""Stamped""]"
PC 20070225,0,"[""Incised""]"
PC 20070245,0,0
PC 19840125,0,0
PC 19770220,"[""Gorgon""]",0
PC 19820011,"[""Guilloche""]","[""Inlay"", ""Incised""]"
PC 19890021,0,0
PC 19730122,0,"[""Finger Incised""]"
PC 20050031,0,0
PC 19940066,0,0
PC 19820189,0,0
PC 20010095,0,0
PC 20100008,0,0
PC 19850032,0,0
PC 19880130,0,"[""Cavetto""]"
PC 19701002,0,0
PC 19880083,"[""Circles""]","[""Stamped""]"
PC 19710387,0,0
PC 19870149,0,"[""Incised""]"
PC 20070030,"[""Sphinx""]",0
PC 19870013,0,0
PC 19880026,"[""Guilloche""]",0
PC 19950078,0,0
PC 19710745,0,0
PC 19680570,"[""Seated Figure""]",0
PC 19770224,"[""Volute""]",0
PC 19730165,"[""Seated Figure""]",0
PC 19760022,"[""Banquet"", ""Guilloche""]",0
PC 20070115,0,0
PC 19880031,0,0
PC 19720006,0,0
PC 19940116,0,0
PC 19880124,0,"[""Incised""]"
PC 20080097,0,0
PC 20110098,0,0
PC 20090086,0,0
PC 19720447,"[""Meander""]","[""Incised""]"
PC 20160079,"[""Braid""]","[""Incised""]"
PC 19711042,"[""Vegetal"", ""Triangular""]","[""Painted""]"
PC 19770295,0,0
PC 20140057,0,0
PC 19880011,0,"[""Incised""]"
PC 19880185,0,"[""Reticulated""]"
PC 19680158,0,0
PC 19810046,0,0
PC 19770284,"[""Banquet""]","[""Cavetto""]"
PC 19740024,"[""Feline""]",0
PC 20090145,0,"[""Ridged""]"
PC 20190065,0,0
PC 19700129,0,0
PC 19660098,"[""Procession""]",0
PC 19840037,0,0
PC 19720525,0,0
PC 19770102,0,"[""Painted""]"
PC 19870036,0,"[""Incised""]"
PC 20090180,"[""Quadruped""]","[""Roulette"", ""Stamped""]"
PC 19750034,0,0
PC 19690109,"[""Horse Race"", ""Guilloche""]",0
VdM 20165028,0,0
PC 19720154,0,0
PC 19730314,"[""Volute""]","[""Fluted""]"
PC 19770219,"[""Volute""]","[""Incised""]"
PC 20090132,0,0
PC 19720389,"[""Bean""]","[""Applique""]"
PC 19890056,0,"[""Incised""]"
PC 19700299,"[""Hair"", ""Seated Figure""]",0
PC 19900093,"[""Rosette""]",0
PC 19680055,0,"[""Painted""]"
PC 19850067,0,"[""Inscribed""]"
PC 19730202,0,"[""Incised""]"
PC 19740008,0,0
PC 19840188,0,0
PC 19680584,"[""Seated Figure""]","[""Relief""]"
PC 19680399,"[""Procession""]",0
PC 19680050,"[""Griffin"", ""Tongue""]","[""Applique""]"
PC 20040019,"[""Gorgon""]","[""Relief""]"
PC 19990069,0,0
PC 19770072,"[""Banquet""]","[""Relief""]"
PC 19680379,"[""Guilloche""]","[""Painted""]"
PC 19720359,"[""Bean""]","[""Applique""]"
PC 19680314,"[""Seated Figure""]",0
PC 19720124,0,0
PC 20120100,0,0
PC 20080091,0,0
VdM 20060044,0,0
PC 20030088,0,"[""Ridged"", ""Scalloped""]"
PC 19760099,0,0
VdM 20165149,0,"[""Slipped""]"
PC 19890022,0,0
PC 19750027,"[""Vegetal""]","[""Relief""]"
PC 19970161,0,"[""Incised""]"
PC 20100002,0,"[""Incised""]"
PC 19710039,0,0
PC 19680397,"[""Seated Figure"", ""Female"", ""Procession""]","[""Painted""]"
PC 19970087,0,0
PC 19880016,"[""Feline""]",0
PC 19710472,"[""Rosette""]","[""Molded""]"
PC 19810211,"[""Meander""]","[""Inlay"", ""Incised""]"
PC 19750012,0,0
PC 20150023,0,0
VdM 20060153,0,0
PC 19660161,"[""Horse Race""]",0
PC 19840173,0,0
PC 19970037,0,0
PC 19760006,0,0
PC 19960076,0,0
PC 20140089,0,0
PC 19680234,0,0
PC 19840164,0,0
PC 19880077,0,"[""Incised""]"
PC 19760162,0,0
PC 20050172,0,0
PC 19780171,0,0
PC 19670331,"[""Seated Figure""]","[""Cavetto""]"
PC 19870009,0,"[""Pierced""]"
PC 20070246,0,0
PC 19950142,0,0
PC 19930028,"[""Quadruped""]","[""Incised"", ""Stamped""]"
PC 19710004,0,0
PC 20130151,0,0
PC 19710710,"[""Rosette""]","[""Applique""]"
PC 19680580,"[""Seated Figure""]",0
PC 19710773,0,0
PC 20050111,0,0
PC 19690192,0,"[""Pierced""]"
PC 19750001,0,"[""Ridged""]"
PC 19690003,0,0
PC 19680230,"[""Rosette""]",0
PC 19760130,0,0
PC 20040131,0,0
PC 20080043,"[""Circles"", ""Guilloche""]",0
PC 20030022,0,"[""Reticulated""]"
PC 19680238,0,0
PC 19930078,0,0
PC 19660027,"[""Gorgon"", ""Tongue""]","[""Painted""]"
PC 19770168,0,"[""Fluted""]"
PC 19680468,"[""Feline""]",0
PC 19760028,0,"[""Molded""]"
PC 20080179,"[""Seated Figure"", ""Procession""]",0
PC 19710814,0,0
PC 19910006,0,0
PC 19780142,0,0
PC 20070178,0,0
PC 20150011,0,0
PC 19810089,0,0
PC 19910033,0,0
PC 19720446,"[""Meander""]","[""Incised""]"
PC 19690008,0,"[""Incised""]"
PC 19940124,0,"[""Painted""]"
PC 19840001,0,"[""Inscribed""]"
PC 19900035,"[""Quadruped""]","[""Stamped""]"
PC 20100038,0,0
PC 20140129,0,0
PC 19790264,0,0
PC 19950021,0,0
PC 19940100,0,"[""Painted""]"
PC 19660145,"[""Horse Race""]",0
PC 19730071,0,0
PC 19710548,"[""Circles""]","[""Molded""]"
PC 20100029,0,0
PC 19680109,"[""Horse Race""]","[""Painted""]"
PC 19680203,"[""Gorgon""]",0
PC 19690160,0,"[""Incised""]"
PC 20130246,0,0
PC 20140035,0,0
PC 20090207,0,0
PC 19770288,0,0
PC 19690193,0,"[""Pierced""]"
PC 19700223,"[""Feline""]",0
PC 19790181,0,"[""Relief"", ""Incised""]"
PC 19700292,"[""Dots""]",0
PC 20070094,"[""Procession"", ""Guilloche""]",0
PC 19800135,0,"[""Inscribed""]"
PC 19930007,"[""Circles""]","[""Stamped""]"
PC 19670174,"[""Banquet"", ""Female""]",0
PC 19880063,"[""Gorgon""]",0
VdM 20165158,"[""Circles""]","[""Impressed"", ""Molded""]"
PC 19750099,0,"[""Incised"", ""Ridged""]"
PC 19680089,"[""Horse Race""]",0
PC 20040044,0,0
PC 20070131,0,0
PC 20030119,0,0
PC 19780083,0,"[""Incised""]"
PC 19710381,0,0
PC 19720151,0,0
PC 19710064,0,0
PC 19690334,"[""Bearded""]",0
PC 19940047,0,0
PC 19900067,0,0
PC 19690103,"[""Bird""]","[""Pierced"", ""Incised""]"
PC 20080181,0,0
PC 19670063,"[""Feline""]",0
PC 19680389,"[""Procession""]",0
PC 19690196,"[""Sphinx""]",0
PC 19780290,"[""Gorgon""]",0
PC 20090072,"[""Gorgon""]","[""Beveled""]"
PC 19730332,0,0
PC 19950185,0,"[""Painted""]"
PC 20130209,0,0
PC 19820034,0,0
PC 19710811,0,0
PC 19970040,0,"[""Cavetto""]"
PC 19720470,"[""Banquet"", ""Guilloche""]",0
PC 19680123,"[""Horse Race""]",0
VdM 20155111,0,"[""Finger Incised"", ""Impressed""]"
VdM 20175057,0,"[""Slipped""]"
PC 19760065,0,0
PC 19710519,"[""Gorgon""]",0
PC 19840194,0,0
PC 19980057,"[""Dots""]","[""Incised""]"
PC 19670127,"[""Feline""]",0
VdM 20060017,0,0
PC 19810216,0,"[""Incised""]"
PC 19940090,0,"[""Incised""]"
PC 19710302,"[""Horse Race""]","[""Painted"", ""Applique""]"
PC 19720136,0,0
PC 20140101,0,0
PC 19720198,"[""Gorgon""]",0
PC 19680139,"[""Banquet""]",0
PC 19950143,0,0
PC 19710213,0,0
PC 19710799,0,0
PC 19890047,"[""Feline""]",0
PC 19710324,0,0
PC 19960113,0,"[""Molded""]"
PC 19820124,"[""Guilloche""]","[""Inlay"", ""Incised""]"
PC 19910022,0,0
PC 19960096,0,0
PC 19710363,0,0
PC 19710517,"[""Gorgon""]",0
PC 19890027,0,0
PC 19950180,0,"[""Painted""]"
PC 19930035,"[""Rosette""]","[""Stamped""]"
PC 19920079,0,"[""Incised""]"
PC 19950116,0,0
PC 19810188,0,0
PC 20080176,0,"[""Cavetto""]"
PC 19850037,0,"[""Impressed""]"
PC 19730326,"[""Circles""]","[""Stamped""]"
PC 19720125,0,0
PC 19680184,"[""Gorgon"", ""Tongue""]",0
PC 19680146,"[""Seated Figure"", ""Guilloche""]",0
PC 19770264,"[""Banquet""]","[""Cavetto""]"
PC 20070203,0,0
PC 20030085,0,0
PC 19680446,"[""Banquet""]",0
PC 20070243,0,0
PC 20130229,0,0
PC 20100031,0,0
PC 19710002,0,"[""Incised""]"
PC 19970086,0,0
PC 20080166,0,0
PC 20050027,0,0
PC 19950114,0,0
PC 19710345,0,0
PC 20130257,0,0
PC 19690350,"[""Feline""]",0
PC 19920063,"[""Tongue""]","[""Stamped""]"
PC 19720121,0,0
PC 19720155,0,0
PC 19960088,0,"[""Molded""]"
PC 19880065,0,"[""Inscribed""]"
PC 19720087,0,0
PC 19720427,"[""Guilloche"", ""Volute""]","[""Molded"", ""Incised""]"
PC 20040105,0,0
PC 19770068,0,"[""Incised""]"
PC 19710743,0,0
PC 19950144,0,"[""Inscribed""]"
PC 19710007,0,"[""Incised""]"
PC 19890150,0,0
VdM 20165061,0,"[""Incised"", ""Inscribed""]"
PC 19710255,0,0
PC 20190106,0,0
PC 19770070,"[""Banquet""]","[""Relief""]"
PC 19720312,0,0
PC 20010086,0,0
PC 19900090,0,"[""Stamped"", ""Incised""]"
PC 19710953,0,"[""Incised""]"
PC 19730102,0,0
PC 20090256,0,"[""Incised""]"
PC 19690051,0,0
PC 19680383,"[""Procession""]",0
PC 19710321,0,"[""Burnished""]"
PC 19670041,"[""Gorgon""]","[""Relief""]"
PC 20130172,0,0
PC 19710011,0,0
PC 20030037,"[""Gorgon""]",0
PC 19690110,"[""Horse Race"", ""Guilloche""]",0
PC 19940150,0,0
VdM 20165001,0,0
PC 19720139,0,"[""Inscribed""]"
PC 19980126,0,0
PC 20030065,0,"[""Stippled""]"
PC 19720429,"[""Banquet""]",0
PC 19830099,0,"[""Painted""]"
PC 19660057,0,"[""Stamped""]"
PC 19730067,0,0
PC 19720202,0,0
PC 20090062,0,0
PC 19710585,0,"[""Impressed""]"
PC 19690398,"[""Rabbit""]",0
PC 19690230,"[""Gorgon""]","[""Painted""]"
PC 20140005,0,0
PC 19970032,0,"[""Painted""]"
PC 19710542,0,"[""Molded""]"
PC 20100047,0,0
PC 19711003,0,0
PC 20040134,0,0
PC 19680014,0,"[""Painted""]"
PC 19820004,0,0
PC 19720388,0,0
PC 19770022,0,0
PC 19790104,0,0
PC 19980176,0,0
PC 19660130,"[""Seated Figure"", ""Guilloche"", ""Female""]",0
PC 19730088,0,"[""Incised""]"
PC 19670124,"[""Horse Race""]","[""Cavetto""]"
PC 20030080,0,0
PC 19720196,0,0
PC 20130183,0,0
PC 19700359,"[""Seated Figure""]","[""Relief""]"
VdM 20165025,0,"[""Beveled"", ""Incised""]"
PC 19720143,0,0
PC 20050165,0,"[""Fenestrated""]"
PC 19930039,0,0
PC 20070087,0,0
PC 19680068,"[""Gorgon"", ""Tongue""]","[""Incised"", ""Painted""]"
PC 19710333,0,0
PC 19680107,"[""Horse Race""]",0
PC 20170007,0,0
PC 20120090,0,0
PC 19710536,"[""Volute"", ""Bean""]","[""Applique"", ""Relief""]"
PC 20050175,0,0
PC 19700210,0,0
PC 19680354,"[""Banquet""]","[""Painted""]"
PC 20170016,0,"[""Impressed""]"
PC 19880181,0,0
PC 19670296,"[""Seated Figure"", ""Guilloche""]","[""Cavetto""]"
PC 19710383,0,0
PC 20040175,0,0
PC 19690061,"[""Sphinx""]",0
PC 19700238,0,0
PC 20165112,0,0
PC 20190082,0,"[""Ridged"", ""Slipped""]"
PC 19680148,0,0
PC 19720113,"[""Palmette""]","[""Stamped""]"
PC 19940123,0,"[""Painted""]"
PC 19930069,"[""Feline""]",0
PC 19880166,0,0
PC 19710607,0,0
PC 20110037,0,0
PC 20110099,"[""Feline""]","[""Cavetto""]"
PC 19770216,"[""Gorgon"", ""Tongue""]",0
PC 19780164,0,0
PC 19980063,0,0
PC 19700159,0,0
PC 19880117,"[""Notches""]","[""Inscribed"", ""Letters""]"
PC 20020060,0,0
PC 19820182,0,0
PC 19960062,0,"[""Stamped"", ""Impressed""]"
PC 19810199,0,"[""Inlay"", ""Incised""]"
PC 19710323,0,0
PC 19710214,0,"[""Incised"", ""Burnished""]"
PC 20090143,0,0
PC 19710209,"[""Rosette""]",0
PC 20040040,0,"[""Incised""]"
VdM 20060196,0,0
PC 19720152,0,0
PC 19870043,0,"[""Inlay""]"
PC 19680108,"[""Horse Race""]",0
PC 19800069,0,"[""Punched""]"
PC 19710218,0,0
PC 19730142,"[""Volute""]","[""Molded""]"
PC 19860026,"[""Circles""]","[""Stamped""]"
PC 20080039,0,0
PC 19680070,"[""Gorgon""]","[""Applique""]"
PC 20140128,0,0
PC 19820010,"[""Guilloche""]","[""Inlay""]"
PC 19850002,0,0
PC 19680194,"[""Rosette""]","[""Painted"", ""Molded""]"
PC 19720133,0,0
PC 19690229,"[""Gorgon"", ""Tongue""]",0
PC 19720479,"[""Tongue""]",0
PC 19720415,"[""Circles""]","[""Stamped""]"
PC 20180023,0,0
PC 19770145,0,0
PC 19930129,0,0
PC 20070297,0,0
PC 19720199,"[""Gorgon""]",0
PC 19880156,0,0
PC 19760128,0,0
PC 20070200,0,"[""Incised""]"
PC 19720472,"[""Banquet""]",0
PC 19680140,"[""Seated Figure""]",0
PC 19930059,0,0
PC 20130157,0,0
PC 19680233,0,0
PC 19740023,0,"[""Pierced""]"
PC 19700275,"[""Gorgon""]",0
PC 19720123,0,0
PC 19700264,"[""Seated Figure"", ""Guilloche""]",0
PC 19970108,0,0
PC 20190109,0,0
PC 19760119,0,0
PC 19720449,"[""Meander""]","[""Incised""]"
PC 19950161,"[""Notches""]","[""Incised""]"
VdM 20175067,0,"[""Slipped""]"
PC 20190081,0,0
PC 19680721,"[""Rosette""]",0
PC 19900008,"[""Gorgon""]",0
PC 19940009,"[""Seated Figure"", ""Guilloche""]",0
PC 19700172,0,"[""Impressed""]"
PC 20050189,0,0
PC 20100028,0,0
PC 19940012,0,"[""Inlay""]"
PC 19790149,0,"[""Stamped""]"
PC 19710114,0,"[""Incised""]"
PC 19950118,0,0
PC 19880061,0,0
PC 19730139,"[""Volute""]","[""Molded""]"
PC 19870099,0,"[""Incised"", ""Fluted""]"
PC 19820175,0,0
PC 19900047,"[""Volute""]",0
PC 19960086,"[""Volute"", ""Vegetal""]",0
PC 20110092,0,0
PC 19940083,0,0
PC 19711024,0,0
PC 19710348,0,0
PC 20140003,0,0
PC 19710242,0,0
PC 19670067,"[""Potnia Theron"", ""Female"", ""Bird""]","[""Incised"", ""Relief""]"
PC 20040086,0,"[""Stamped""]"
PC 19780082,"[""Guilloche""]","[""Incised""]"
PC 19950117,0,0
PC 19720437,"[""Gorgon""]","[""Painted""]"
PC 19940019,0,"[""Incised"", ""Inscribed""]"
PC 19940119,0,0
PC 19710510,0,"[""Molded""]"
PC 19670217,"[""Banquet"", ""Female""]","[""Cavetto""]"
PC 20040191,0,"[""Incised""]"
PC 19660257,"[""Banquet"", ""Guilloche"", ""Seated Figure""]",0
PC 19940065,0,0
PC 19680396,"[""Procession""]",0
PC 19810167,0,"[""Stamped""]"
PC 19930019,0,0
PC 19890065,0,0
PC 20080068,0,"[""Incised""]"
PC 19720203,0,0
PC 19711026,0,0
PC 19730287,0,0
PC 20080101,0,0
PC 19950168,0,"[""Painted""]"
PC 19720373,"[""Guilloche""]","[""Molded""]"
PC 19800244,"[""Flower"", ""Volute""]","[""Stamped""]"
PC 19720131,0,0
PC 19780023,0,"[""Impressed""]"
PC 19880027,"[""Seated Figure""]",0
PC 19780150,0,"[""Impressed""]"
PC 19720426,0,0
PC 19800174,0,"[""Incised""]"
PC 19680319,"[""Seated Figure""]",0
PC 19680364,"[""Banquet""]",0
PC 19760044,0,0
PC 19710709,"[""Rosette""]","[""Applique""]"
PC 19670016,"[""Gorgon"", ""Tongue""]","[""Relief"", ""Painted""]"
PC 19730140,"[""Volute""]","[""Molded""]"
PC 20140051,0,0
VdM 20165154,0,"[""Molded""]"
PC 19660135,"[""Gorgon"", ""Tongue""]",0
PC 19820108,0,0
PC 19690116,"[""Gorgon"", ""Tongue""]",0
PC 19690168,"[""Horse Race"", ""Guilloche""]",0
PC 20190061,0,"[""Cavetto""]"
PC 19680664,0,"[""Cavetto""]"
PC 19790193,"[""Lotus"", ""Flower""]",0
PC 19980140,"[""Dots""]","[""Stippled""]"
VdM 20165093,0,0
PC 19890003,0,"[""Incised""]"
PC 19930120,0,0
PC 19700370,"[""Seated Figure""]",0
PC 19940129,0,"[""Painted""]"
PC 19860062,0,"[""Inlay"", ""Incised""]"
PC 19690190,0,"[""Incised""]"
PC 20070209,0,0
PC 19940130,0,"[""Painted""]"
PC 19890074,"[""Tongue""]","[""Inscribed"", ""Stamped""]"
PC 19680362,"[""Banquet""]",0
PC 19980040,0,0
PC 19720451,0,"[""Incised""]"
PC 19880021,0,"[""Incised""]"
PC 19890162,0,0
VdM 20060227,0,0
PC 20040133,0,0
PC 19880182,0,0
VdM 20165107,0,0
PC 19900074,0,0
PC 20140126,0,"[""Fenestrated""]"
PC 19670271,"[""Procession"", ""Female""]","[""Cavetto""]"
PC 19710336,0,0
PC 19760127,0,0
PC 19760121,0,0
PC 19780006,0,"[""Stamped""]"
PC 19710072,0,0
PC 19660142,"[""Lotus""]","[""Molded""]"
PC 19680598,"[""Feline""]","[""Impressed""]"
PC 19760081,0,0
PC 19880093,0,"[""Stamped""]"
PC 19680156,0,0
PC 19690341,0,0
PC 19720030,0,0
PC 20090106,0,"[""Ridged""]"
PC 20040169,0,0
PC 19780141,0,"[""Impressed""]"
PC 19690343,"[""Rosette""]","[""Molded""]"
PC 19680237,0,0
PC 20120014,0,0
PC 19760026,0,0
PC 19710871,0,0
PC 19810181,0,0
PC 19720433,"[""Gorgon""]","[""Painted""]"
PC 19750047,0,"[""Incised"", ""Painted""]"
PC 19850137,0,0
PC 20110046,"[""Horse Race""]","[""Cavetto""]"
PC 19680392,"[""Seated Figure"", ""Procession""]",0
PC 19680368,"[""Banquet""]",0
PC 19710586,0,0
PC 19840229,0,0
PC 19850088,0,0
PC 19720039,0,0
PC 19710241,0,0
PC 19710538,"[""Bean""]","[""Applique"", ""Relief""]"
PC 20130224,0,0
PC 19720347,0,0
PC 20090142,0,0
PC 20190072,0,0
PC 19850130,0,0
PC 19820036,"[""Bean""]","[""Applique""]"
PC 19890165,0,0
PC 20110022,0,0
PC 19720077,0,0
PC 20140026,0,0
PC 19710009,0,0
PC 19870130,0,"[""Inscribed"", ""Letters""]"
PC 19880112,"[""Feline""]",0
PC 19660122,"[""Lotus"", ""Female"", ""Procession""]","[""Cavetto""]"
PC 19840085,0,0
PC 19990044,0,0
PC 20080098,0,0
PC 20080178,0,0
PC 19680244,0,0
PC 19970164,0,0
PC 19680101,"[""Horse Race""]",0
PC 19730136,0,0
PC 19940139,0,"[""Painted""]"
PC 19680249,0,"[""Painted""]"
PC 20050150,0,"[""Incised""]"
PC 19880094,0,"[""Incised""]"
PC 20160062,0,0
PC 20130241,0,0
PC 20070044,0,0
PC 19720040,0,0
PC 19730195,0,"[""Painted""]"
PC 19720414,"[""Volute""]","[""Molded""]"
PC 19880101,0,0
PC 19820012,"[""Guilloche""]","[""Inlay""]"
PC 19760152,0,0
VdM 20165071,0,0
PC 19760024,"[""Circles""]","[""Stamped""]"
PC 19810134,0,0
PC 19710751,0,0
PC 19780123,0,0
PC 19720120,0,0
PC 19700133,0,"[""Molded""]"
PC 19960039,"[""Rosette""]","[""Stamped""]"
PC 20000065,0,0
PC 19710253,0,0
PC 19730170,"[""Banquet"", ""Guilloche""]",0
PC 19680179,0,0
PC 19710159,0,"[""Molded""]"
PC 20070282,0,0
PC 19930143,0,0
PC 19760115,0,"[""Incised""]"
PC 19770194,0,"[""Incised""]"
PC 19760132,0,0
PC 19720508,0,0
VdM 20060195,0,"[""Ridged""]"
PC 20030144,0,0
PC 19810186,0,0
PC 19760074,0,0
PC 20090059,0,0
PC 20070082,0,0
PC 20080129,0,0
PC 20180016,0,0
PC 20010074,0,0
PC 19780033,0,"[""Impressed""]"
PC 19710537,"[""Circles"", ""Volute"", ""Bean""]","[""Applique""]"
VdM 20060198,0,0
PC 19670472,"[""Seated Figure""]",0
PC 19660136,"[""Gorgon""]",0
PC 20010011,0,"[""Incised""]"
PC 20020034,0,0
VdM 20060033,0,0
PC 19710603,0,0
PC 19950060,0,"[""Cavetto""]"
PC 19980039,0,0
PC 20090125,0,0
VdM 20060209,0,0
PC 20070324,0,"[""Ridged""]"
PC 20070007,0,0
PC 19700147,0,"[""Fluted""]"
PC 19800235,0,"[""Inscribed""]"
PC 19720197,"[""Gorgon""]",0
PC 20080027,0,0
PC 19700258,0,0
PC 19720346,0,0
PC 19680494,0,"[""Painted""]"
PC 19680094,"[""Horse Race""]","[""Painted""]"
PC 19780262,0,"[""Relief""]"
PC 19680272,"[""Seated Figure""]","[""Painted""]"
PC 20030074,0,0
PC 20130174,0,0
PC 20090282,0,0
PC 19980112,0,"[""Stamped""]"
PC 19780138,0,0
PC 20150035,0,0
PC 19830087,0,"[""Inscribed""]"
PC 19820191,"[""Female""]",0
PC 19680375,0,"[""Painted""]"
PC 19710656,"[""Lotus"", ""Flower""]","[""Incised""]"
PC 19680099,"[""Horse Race""]","[""Painted""]"
PC 19690320,"[""Banquet""]","[""Pierced""]"
PC 20030156,0,0
PC 20080046,0,0
PC 20050003,0,0
PC 19820102,0,0
PC 19710826,0,"[""Ridged""]"
PC 20130193,0,0
PC 19710005,0,"[""Pierced"", ""Incised""]"
PC 19770069,"[""Procession""]","[""Relief""]"
PC 19990030,0,0
PC 19840179,0,"[""Fenestrated""]"
PC 19730028,0,0
